file_name,scenario_type,dominant_domain,secondary_domains,description,expected_behavior,db_name,dbid,instance_name,snapshot_start,snapshot_end,expected_evidence_layers,expected_topology_context,expected_pressure_context
AWR_MULTI_BALANCED_ALL_12.out,MULTI_DOMAIN,NONE,ADG,"No single domain dominates cleanly: CPU, I/O, memory spill, commit delay, minor gc noise, and small ADG lag all rise together.","Force deterministic ranking; CPU may win narrowly, but confidence should be low and recommendations must be multi-pronged.",MLTBAL1,8101002006,mltbal1,03-Apr-26 00:00:00,03-Apr-26 01:00:00,,"RAC,ADG","CPU,IO,MEMORY,COMMIT,RAC,ADG"
AWR_FALSEPOS_HIGHCPU_LOWDBTIME_13.out,FALSE_POSITIVE,NONE,CPU,"CPU percentages look high, but absolute DB time, active sessions, and workload volume are tiny.",System should keep severity low and avoid tuning recommendations; high percentage alone is not enough.,FPOSCPU,8101003001,fposcpu1,03-Apr-26 09:00:00,03-Apr-26 10:00:00
AWR_FALSEPOS_HIGHWAIT_SHORTELAP_14.out,FALSE_POSITIVE,NONE,IO,"Wait times are noticeable, but elapsed interval is short and total affected DB time is low.",System should down-rank severity because the window is too short for high-confidence action.,FPOSWAT,8101003002,fposwat1,03-Apr-26 12:00:00,03-Apr-26 12:15:00
AWR_FALSEPOS_BRIEF_SPIKE_15.out,FALSE_POSITIVE,NONE,"CPU,IO","A brief mixed spike appears in top events, but snapshot averages and overall throughput remain healthy.",Treat as transient noise; do nothing beyond monitoring.,FPOSSPK,8101003003,fposspk1,03-Apr-26 15:00:00,03-Apr-26 16:00:00
AWR_FALSEPOS_HIGHLOAD_EFFICIENTSQL_16.out,FALSE_POSITIVE,NONE,CPU,"Workload volume is high, but SQL remains efficient, waits are low, and DB time per transaction is favorable.",Do not recommend tuning; system should recognize healthy high-throughput operation.,FPOSTHR,8101003004,fposthr1,03-Apr-26 18:00:00,03-Apr-26 19:00:00
AWR_RECOVERY_CPU_PRETUNE_17.out,RECOVERY,CPU,,Pre-tuning snapshot: severe CPU-bound workload driven by two expensive SQL statements.,"Classify CPU as dominant, high severity, tune SQL first.",RECCPU,8101004001,reccpu1,04-Apr-26 09:00:00,04-Apr-26 10:00:00
AWR_RECOVERY_CPU_POSTTUNE_18.out,RECOVERY,NONE,CPU,"Post-tuning snapshot on the same database: SQL is improved, CPU load drops, and the system returns to balanced operation.",Trend logic should recognize improvement and move posture from tune-first to stable or monitor.,RECCPU,8101004001,reccpu1,04-Apr-26 11:00:00,04-Apr-26 12:00:00
AWR_RECOVERY_IO_PREINDEX_19.out,RECOVERY,IO,,Pre-index snapshot: I/O-heavy lookup workload with single-block reads dominating DB time.,"Classify I/O as dominant, moderate-high severity, and recommend access-path or indexing changes.",RECIO,8101004002,recio1,04-Apr-26 13:00:00,04-Apr-26 14:00:00
AWR_RECOVERY_IO_POSTINDEX_20.out,RECOVERY,NONE,IO,"Post-index snapshot on the same database: physical reads and read latency fall sharply, leaving no material bottleneck.",Trend logic should detect improvement and downgrade posture to stable or monitor.,RECIO,8101004002,recio1,04-Apr-26 15:00:00,04-Apr-26 16:00:00
AWR_SPARSE_NOTOPSQL_21.out,SPARSE_PARTIAL,IO,,"AWR text is missing the Top SQL detail section, but load profile and wait data still point to moderate I/O pressure.",Fallback to waits and load profile; identify I/O with reduced confidence and avoid SQL-specific recommendations.,SPRSQL,8101005001,sprsql1,05-Apr-26 09:00:00,05-Apr-26 10:00:00
AWR_SPARSE_NOWAITDETAIL_22.out,SPARSE_PARTIAL,MEMORY,IO,"Detailed foreground wait rows are unavailable, but wait classes, temp activity, and advisors indicate memory spill pressure.",Fallback to wait-class and advisor evidence; identify memory pressure with moderate confidence.,SPRWAT,8101005002,sprwat1,05-Apr-26 12:00:00,05-Apr-26 13:00:00
AWR_SPARSE_PARTIALSNAP_23.out,SPARSE_PARTIAL,COMMIT,,"Snapshot covers an abbreviated interval and some totals are low-volume, but commit latency is still visible.",Recognize commit symptoms with low confidence due to short or partial capture; avoid hard recommendations.,SPRPRT,8101005003,sprprt1,05-Apr-26 15:00:00,05-Apr-26 15:20:00
AWR_SPARSE_TRUNCATED_MIXED_24.out,SPARSE_PARTIAL,NONE,"ADG,IO","Captured report is abbreviated and includes low-impact RAC gc noise plus small ADG lag, but neither is dominant.",Do not hallucinate RAC or ADG incidents; posture should be low-confidence observe with no strong domain selection.,SPRTRN,8101005004,sprtrn1,05-Apr-26 18:00:00,05-Apr-26 19:00:00,,"RAC,ADG",
